FilePath,SpeakerID
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fadg0_sx199.pickle,fadg0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fadg0_sx19.pickle,fadg0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fadg0_sa1.pickle,fadg0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/faks0_si1573.pickle,faks0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/faks0_sa1.pickle,faks0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/faks0_sx43.pickle,faks0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fasw0_si920.pickle,fasw0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fasw0_sx290.pickle,fasw0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fasw0_si1550.pickle,fasw0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fawf0_si1630.pickle,fawf0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fawf0_si2260.pickle,fawf0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fawf0_sa1.pickle,fawf0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcal1_sa2.pickle,fcal1
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcal1_sx233.pickle,fcal1
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcal1_sa1.pickle,fcal1
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcau0_si2297.pickle,fcau0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcau0_sa2.pickle,fcau0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcau0_sa1.pickle,fcau0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcft0_sx98.pickle,fcft0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcft0_sx368.pickle,fcft0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcft0_sa1.pickle,fcft0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_sx104.pickle,fcmh0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_sa2.pickle,fcmh0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_sx14.pickle,fcmh0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh1_sx323.pickle,fcmh1
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh1_sa1.pickle,fcmh1
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh1_si863.pickle,fcmh1
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmr0_sx385.pickle,fcmr0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmr0_sx295.pickle,fcmr0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmr0_sa2.pickle,fcmr0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcrh0_si1088.pickle,fcrh0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcrh0_si1718.pickle,fcrh0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcrh0_sx98.pickle,fcrh0
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fdac1_sx394.pickle,fdac1
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fdac1_sx304.pickle,fdac1
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fdac1_si844.pickle,fdac1
